2025-10-25 22:40:16,415 | INFO | golden_backtest | #0001 🎯 SELL @ $3363.40 | P&L: $1.58 | Balance: $101.58 | Reason: Golden Trend SELL: EMA Stack✅ MACD-✅ RSI:32.6✅ ADX:41.9✅
2025-10-25 22:40:23,707 | INFO | golden_backtest | #0590 🎯 BUY @ $4141.80 | P&L: $2.36 | Balance: $1281.92 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:56.0✅ ADX:55.9✅
2025-10-25 22:40:23,712 | INFO | golden_backtest | #0591 🎯 BUY @ $4158.00 | P&L: $1.47 | Balance: $1283.39 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:61.3✅ ADX:50.0✅
2025-10-25 22:40:23,717 | INFO | golden_backtest | #0592 🎯 BUY @ $4143.70 | P&L: $1.94 | Balance: $1285.33 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:56.6✅ ADX:44.2✅
2025-10-25 22:40:23,721 | INFO | golden_backtest | #0593 🎯 BUY @ $4149.70 | P&L: $2.40 | Balance: $1287.73 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:56.8✅ ADX:41.0✅
2025-10-25 22:40:23,725 | INFO | golden_backtest | #0594 🎯 BUY @ $4148.60 | P&L: $1.88 | Balance: $1289.61 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:55.7✅ ADX:37.5✅
2025-10-25 22:40:23,730 | INFO | golden_backtest | #0595 🎯 BUY @ $4122.80 | P&L: $2.16 | Balance: $1291.77 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:46.9✅ ADX:34.0✅
2025-10-25 22:40:23,734 | INFO | golden_backtest | #0596 🎯 BUY @ $4140.60 | P&L: $2.31 | Balance: $1294.08 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:48.6✅ ADX:30.9✅
2025-10-25 22:40:23,738 | INFO | golden_backtest | #0597 🎯 BUY @ $4145.40 | P&L: $1.94 | Balance: $1296.03 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:50.8✅ ADX:27.3✅
2025-10-25 22:40:23,743 | INFO | golden_backtest | #0598 🎯 BUY @ $4154.30 | P&L: $1.54 | Balance: $1297.57 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:50.1✅ ADX:24.1✅
2025-10-25 22:40:23,747 | INFO | golden_backtest | #0599 🎯 BUY @ $4156.30 | P&L: $1.85 | Balance: $1299.42 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:48.3✅ ADX:20.2✅
2025-10-25 22:40:23,815 | INFO | golden_backtest | #0600 🎯 BUY @ $4208.80 | P&L: $1.52 | Balance: $1300.93 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:69.4✅ ADX:40.1✅
2025-10-25 22:40:23,827 | INFO | golden_backtest | #0601 🎯 BUY @ $4207.00 | P&L: $1.63 | Balance: $1302.56 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:64.0✅ ADX:40.7✅
2025-10-25 22:40:23,832 | INFO | golden_backtest | #0602 🎯 BUY @ $4207.60 | P&L: $1.82 | Balance: $1304.38 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:62.6✅ ADX:40.5✅
2025-10-25 22:40:23,836 | INFO | golden_backtest | #0603 🎯 BUY @ $4216.20 | P&L: $2.31 | Balance: $1306.69 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:65.2✅ ADX:39.4✅
2025-10-25 22:40:23,841 | INFO | golden_backtest | #0604 🎯 BUY @ $4207.00 | P&L: $1.65 | Balance: $1308.34 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:52.9✅ ADX:39.0✅
2025-10-25 22:40:23,845 | INFO | golden_backtest | #0605 🎯 BUY @ $4215.50 | P&L: $1.67 | Balance: $1310.00 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:59.1✅ ADX:38.6✅
2025-10-25 22:40:23,849 | INFO | golden_backtest | #0606 🎯 BUY @ $4214.20 | P&L: $1.84 | Balance: $1311.85 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:54.0✅ ADX:36.2✅
2025-10-25 22:40:23,854 | INFO | golden_backtest | #0607 🎯 BUY @ $4219.00 | P&L: $2.27 | Balance: $1314.12 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:60.2✅ ADX:32.7✅
2025-10-25 22:40:23,858 | INFO | golden_backtest | #0608 🎯 BUY @ $4226.00 | P&L: $2.16 | Balance: $1316.28 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:60.9✅ ADX:29.2✅
2025-10-25 22:40:23,862 | INFO | golden_backtest | #0609 🎯 BUY @ $4224.90 | P&L: $1.79 | Balance: $1318.07 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:54.4✅ ADX:26.1✅
2025-10-25 22:40:23,867 | INFO | golden_backtest | #0610 🎯 BUY @ $4227.40 | P&L: $2.45 | Balance: $1320.52 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:51.0✅ ADX:24.0✅
2025-10-25 22:40:23,871 | INFO | golden_backtest | #0611 🎯 BUY @ $4223.20 | P&L: $1.78 | Balance: $1322.30 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:48.7✅ ADX:22.4✅
2025-10-25 22:40:23,875 | INFO | golden_backtest | #0612 🎯 BUY @ $4224.50 | P&L: $1.73 | Balance: $1324.03 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:61.0✅ ADX:21.5✅
2025-10-25 22:40:23,880 | INFO | golden_backtest | #0613 🎯 BUY @ $4243.80 | P&L: $2.15 | Balance: $1326.18 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:65.5✅ ADX:20.2✅
2025-10-25 22:40:23,897 | INFO | golden_backtest | #0614 🎯 BUY @ $4218.50 | P&L: $2.13 | Balance: $1328.31 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:51.1✅ ADX:24.2✅
2025-10-25 22:40:23,901 | INFO | golden_backtest | #0615 🎯 BUY @ $4236.80 | P&L: $2.15 | Balance: $1330.46 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:63.3✅ ADX:22.8✅
2025-10-25 22:40:23,905 | INFO | golden_backtest | #0616 🎯 BUY @ $4244.50 | P&L: $2.24 | Balance: $1332.70 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:63.0✅ ADX:22.0✅
2025-10-25 22:40:23,910 | INFO | golden_backtest | #0617 🎯 BUY @ $4247.60 | P&L: $1.94 | Balance: $1334.64 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:64.8✅ ADX:21.1✅
2025-10-25 22:40:23,914 | INFO | golden_backtest | #0618 🎯 BUY @ $4254.90 | P&L: $2.37 | Balance: $1337.01 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:65.5✅ ADX:20.2✅
2025-10-25 22:40:23,977 | INFO | golden_backtest | #0619 🎯 BUY @ $4326.30 | P&L: $1.57 | Balance: $1338.58 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:67.1✅ ADX:32.6✅
2025-10-25 22:40:23,998 | INFO | golden_backtest | #0620 🎯 BUY @ $4372.50 | P&L: $2.00 | Balance: $1340.58 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:68.3✅ ADX:36.6✅
2025-10-25 22:40:24,003 | INFO | golden_backtest | #0621 🎯 BUY @ $4354.50 | P&L: $1.94 | Balance: $1342.53 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:62.1✅ ADX:35.6✅
2025-10-25 22:40:24,007 | INFO | golden_backtest | #0622 🎯 BUY @ $4360.20 | P&L: $1.65 | Balance: $1344.18 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:61.0✅ ADX:34.7✅
2025-10-25 22:40:24,011 | INFO | golden_backtest | #0623 🎯 BUY @ $4353.30 | P&L: $1.70 | Balance: $1345.87 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:60.1✅ ADX:33.9✅
2025-10-25 22:40:24,016 | INFO | golden_backtest | #0624 🎯 BUY @ $4339.70 | P&L: $1.62 | Balance: $1347.49 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:53.9✅ ADX:31.6✅
2025-10-25 22:40:24,021 | INFO | golden_backtest | #0625 🎯 BUY @ $4298.70 | P&L: $2.18 | Balance: $1349.67 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:40.9✅ ADX:30.2✅
2025-10-25 22:40:24,026 | INFO | golden_backtest | #0626 🎯 BUY @ $4327.00 | P&L: $1.94 | Balance: $1351.61 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:43.8✅ ADX:30.4✅
2025-10-25 22:40:24,125 | INFO | golden_backtest | #0627 🎯 BUY @ $4340.90 | P&L: $2.22 | Balance: $1353.83 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:68.0✅ ADX:25.2✅
2025-10-25 22:40:24,129 | INFO | golden_backtest | #0628 🎯 BUY @ $4317.10 | P&L: $2.09 | Balance: $1355.92 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:66.6✅ ADX:23.4✅
2025-10-25 22:40:24,133 | INFO | golden_backtest | #0629 🎯 BUY @ $4348.70 | P&L: $2.07 | Balance: $1357.99 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:69.7✅ ADX:22.0✅
2025-10-25 22:40:24,180 | INFO | golden_backtest | #0630 🎯 BUY @ $4354.90 | P&L: $2.23 | Balance: $1360.22 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:63.2✅ ADX:46.1✅
2025-10-25 22:40:24,184 | INFO | golden_backtest | #0631 🎯 BUY @ $4362.90 | P&L: $2.44 | Balance: $1362.66 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:55.8✅ ADX:44.9✅
2025-10-25 22:40:24,189 | INFO | golden_backtest | #0632 🎯 BUY @ $4358.40 | P&L: $1.67 | Balance: $1364.33 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:62.1✅ ADX:43.6✅
2025-10-25 22:40:24,193 | INFO | golden_backtest | #0633 🎯 BUY @ $4339.50 | P&L: $2.23 | Balance: $1366.56 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:47.1✅ ADX:41.5✅
2025-10-25 22:40:24,197 | INFO | golden_backtest | #0634 🎯 BUY @ $4358.60 | P&L: $2.28 | Balance: $1368.84 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:47.7✅ ADX:41.1✅
2025-10-25 22:40:24,332 | INFO | golden_backtest | #0635 🎯 SELL @ $4053.10 | P&L: $2.28 | Balance: $1371.12 | Reason: Golden Trend SELL: EMA Stack✅ MACD-✅ RSI:42.8✅ ADX:34.8✅
2025-10-25 22:40:24,337 | INFO | golden_backtest | #0636 🎯 SELL @ $4075.50 | P&L: $2.20 | Balance: $1373.32 | Reason: Golden Trend SELL: EMA Stack✅ MACD-✅ RSI:41.8✅ ADX:30.3✅
2025-10-25 22:40:24,341 | INFO | golden_backtest | #0637 🎯 SELL @ $4086.30 | P&L: $1.74 | Balance: $1375.06 | Reason: Golden Trend SELL: EMA Stack✅ MACD-✅ RSI:41.0✅ ADX:27.6✅
2025-10-25 22:40:24,345 | INFO | golden_backtest | #0638 🎯 SELL @ $4094.00 | P&L: $2.27 | Balance: $1377.33 | Reason: Golden Trend SELL: EMA Stack✅ MACD-✅ RSI:42.6✅ ADX:24.9✅
2025-10-25 22:40:24,350 | INFO | golden_backtest | #0639 🎯 SELL @ $4120.00 | P&L: $1.59 | Balance: $1378.92 | Reason: Golden Trend SELL: EMA Stack✅ MACD-✅ RSI:45.8✅ ADX:23.6✅
2025-10-25 22:40:24,354 | INFO | golden_backtest | #0640 🎯 SELL @ $4116.60 | P&L: $1.69 | Balance: $1380.62 | Reason: Golden Trend SELL: EMA Stack✅ MACD-✅ RSI:42.0✅ ADX:23.2✅
2025-10-25 22:40:24,358 | INFO | golden_backtest | #0641 🎯 SELL @ $4119.20 | P&L: $1.60 | Balance: $1382.22 | Reason: Golden Trend SELL: EMA Stack✅ MACD-✅ RSI:45.6✅ ADX:23.1✅
2025-10-25 22:40:24,363 | INFO | golden_backtest | #0642 🎯 SELL @ $4104.70 | P&L: $2.26 | Balance: $1384.48 | Reason: Golden Trend SELL: EMA Stack✅ MACD-✅ RSI:54.1✅ ADX:22.1✅
2025-10-25 22:40:24,367 | INFO | golden_backtest | #0643 🎯 SELL @ $4098.20 | P&L: $1.58 | Balance: $1386.06 | Reason: Golden Trend SELL: EMA Stack✅ MACD-✅ RSI:52.7✅ ADX:20.2✅
2025-10-25 22:40:24,409 | INFO | golden_backtest | #0644 🎯 SELL @ $4122.90 | P&L: $1.87 | Balance: $1387.92 | Reason: Golden Trend SELL: EMA Stack✅ MACD-✅ RSI:51.0✅ ADX:31.3✅
2025-10-25 22:40:24,515 | INFO | golden_backtest | #0645 🎯 SELL @ $4096.10 | P&L: $1.81 | Balance: $1389.73 | Reason: Golden Trend SELL: EMA Stack✅ MACD-✅ RSI:37.6✅ ADX:29.1✅
2025-10-25 22:40:24,520 | INFO | golden_backtest | #0646 🎯 SELL @ $4120.90 | P&L: $2.28 | Balance: $1392.01 | Reason: Golden Trend SELL: EMA Stack✅ MACD-✅ RSI:45.2✅ ADX:28.6✅
2025-10-25 22:40:24,524 | INFO | golden_backtest | #0647 🎯 SELL @ $4133.00 | P&L: $2.30 | Balance: $1394.31 | Reason: Golden Trend SELL: EMA Stack✅ MACD-✅ RSI:45.7✅ ADX:28.2✅
2025-10-25 22:40:24,528 | INFO | golden_backtest | #0648 🎯 SELL @ $4146.70 | P&L: $2.27 | Balance: $1396.58 | Reason: Golden Trend SELL: EMA Stack✅ MACD-✅ RSI:54.1✅ ADX:27.9✅
2025-10-25 22:40:24,533 | INFO | golden_backtest | #0649 🎯 SELL @ $4145.80 | P&L: $2.11 | Balance: $1398.68 | Reason: Golden Trend SELL: EMA Stack✅ MACD-✅ RSI:57.0✅ ADX:28.0✅
2025-10-25 22:40:24,537 | INFO | golden_backtest | #0650 🎯 SELL @ $4123.40 | P&L: $2.26 | Balance: $1400.95 | Reason: Golden Trend SELL: EMA Stack✅ MACD-✅ RSI:46.3✅ ADX:28.2✅
2025-10-25 22:40:24,542 | INFO | golden_backtest | #0651 🎯 SELL @ $4126.70 | P&L: $1.97 | Balance: $1402.91 | Reason: Golden Trend SELL: EMA Stack✅ MACD-✅ RSI:50.6✅ ADX:26.8✅
2025-10-25 22:40:24,546 | INFO | golden_backtest | #0652 🎯 SELL @ $4119.70 | P&L: $1.66 | Balance: $1404.58 | Reason: Golden Trend SELL: EMA Stack✅ MACD-✅ RSI:50.4✅ ADX:24.9✅
